No.,Trigpoint Name,TP:UK Reference & Link,Trig Type,Condition,Height (m),Grid Ref
5027,Cairnscarrow,TP1867,Pillar,Good,230.7,NX1362664804
5028,Cairnoch Hill,TP1866,Pillar,Damaged,0.0,NS6979585725
5029,Cairnlea,TP1865,Pillar,Good,184.3,NX2168881683
5030,Cairnkinny,TP1864,Pillar,Damaged,493.5,NS7846221428
5031,Cairnkinna,TP1863,Pillar,Good,552.6,NS7912801870
5032,Cairnharrow,TP1862,Pillar,Good,457.2,NX5333656088
5033,Cairnhandy,TP1861,Pillar,Good,60.4,NX0936244545
5034,Cairnglastenhope,TP1859,Pillar,Good,312.4,NY7524680274
5035,Cairngarroch,TP1858,Pillar,Good,133.5,NX0485350099
5036,Cairndale,TP1857,Pillar,Good,116.9,NJ9381549049
5037,Cairnconon Hill,TP1856,Pillar,Good,183.2,NO5694745383
5038,Cairnbrogie,TP1855,Pillar,Slightly damaged,133.5,NJ8477127549
5039,Cairnbowie Hill,TP1854,Pillar,Good,102.0,NW9885070128
5040,Cairn William,TP1853,Pillar,Good,447.8,NJ6561916817
5041,Cairn Pat,TP1852,Pillar,Good,182.0,NX0442856351
5042,Cairn Mon Earn,TP1851,Pillar,Good,379.8,NO7826491927
5043,Cairn Hill,TP1850,Pillar,Good,199.0,NX0710368966
5044,Cairn Galtar (Isle Of Sandray),TP1849,Pillar,Good,207.3,NL6402791542
5045,Cairn End,TP1848,Pillar,Good,303.9,NY7193260671
5046,Cairn Edward,TP1847,Pillar,Good,325.5,NX6276773384
5047,Cairn Caidloch,TP1846,Pillar,Good,647.4,NO4307678362
5048,Cairds Wood,TP1845,Pillar,Good,294.3,NJ4305447305
5049,Caerphilly Common,TP1844,Pillar,Good,0.0,ST1529785533
5050,Cae-Iago,TP1843,Pillar,Good,334.7,SN6578845886
5051,Cae-Du Farm,TP1842,Pillar,Good,261.9,SN8959045202
5052,Cae-Bardd,TP1841,Pillar,Good,245.7,SJ1868512637
5053,Cae Tack,TP1840,Pillar,Good,323.6,SO3442528537
5054,Cader Idris,TP1839,Pillar,Slightly damaged,893.4,SH7111113035
5055,Cader Fawr,TP1838,Pillar,Slightly damaged,485.6,SN9779112313
5056,Cader Berwyn,TP1837,Pillar,Slightly damaged,826.9,SJ0722032716
5057,Cadditon Cross,TP1836,Pillar,Slightly damaged,173.5,SS6372504741
5058,Cabbage Row,TP1835,Pillar,Good,27.4,TM1960226749
5059,Byrgwm,TP1834,Pillar,Good,488.0,SO2382803519
5060,Byres Hill,TP1833,Pillar,Slightly damaged,55.3,NS5006264763
5061,Bylaugh,TP1832,Pillar,Good,46.1,TG0334118972
5062,Bylands Farm,TP1831,Pillar,Good,85.3,SU7016059071
5063,Bygrave,TP1830,Pillar,Good,96.6,TL2545836257
5064,Byers Pike,TP1829,Pillar,Good,458.1,NY6368857304
5065,Bwrdd Arthur,TP1828,Pillar,Good,164.3,SH5857181288
5066,Bwlch-Y-Cloddiau,TP1827,Pillar,Slightly damaged,559.3,SN8538078687
5067,Bwlch Y Ddau-Wynt,TP1826,Pillar,Slightly damaged,471.8,SN7906717419
5068,Bwlch Mawr,TP1825,Pillar,Good,509.6,SH4265947851
5069,Bwlch Carn-Y-Gelli,TP1824,Pillar,Toppled,0.0,ST1232592610
5070,Buttons Hill,TP1823,Pillar,Good,45.9,TQ9177199797
5071,Butterdon,TP1822,Pillar,Good,364.9,SX6553858641
5072,Butter Hill,TP1821,Pillar,Good,302.3,SS7484350069
5073,Butsons,TP1819,Pillar,Moved,138.9,ST0908219972
5074,Bustard,TP1818,Pillar,Damaged,141.2,SU1011646104
5075,Bushy Hill,TP1817,Pillar,Good,62.4,TQ8128698595
5076,Bushes Farm,TP1816,Pillar,Good,84.8,SY8894798837
5077,Bush Wood,TP1814,Pillar,Good,52.6,TM2621290196
5078,Busbyside,TP1813,Pillar,Good,123.9,NS5850355880
5079,Bury Hill,TP1812,Pillar,Good,178.3,SU9978312602
5080,Bury Hill,TP1811,Pillar,Good,105.2,SU2330796910
5081,Bury Down,TP1810,Pillar,Good,209.5,SX1921859385
5082,Burtonwood,TP1809,Pillar,Good,0.0,SJ5659191885
5083,Burton Resr,TP1808,Pillar,Good,71.5,SJ3216675026
5084,Burton Lazars,TP1806,Pillar,Good,122.4,SK7563115715
5085,Burton Hill,TP1805,Pillar,Good,287.1,SO3959248880
5086,Burton Grange,TP1804,Pillar,Good,16.3,TF1148943779
5087,Burton Fell,TP1803,Pillar,Damaged,745.9,NY7846521738
5088,Burton Common,TP1802,Pillar,Slightly damaged,24.2,SZ1919795373
5089,Burthallan,TP1800,Pillar,Good,92.7,SW5032540890
5090,Burrows Resr,TP1799,Pillar,Good,122.8,SX9496277721
5091,Burrow Hill,TP1797,Pillar,Good,59.4,TF9692128540
5092,Burrow Hill,TP1796,Pillar,Good,77.6,ST4144720116
5093,Burrow Heights,TP1795,Pillar,Good,59.6,SD4762258148
5094,Burrough Hill,TP1794,Pillar,Good,210.3,SK7619811880
5095,Burray Ness,TP1792,Pillar,Good,10.7,ND5040396412
5096,Burraland,TP1791,Pillar,Good,72.5,HU4414923462
5097,Burradon Mains,TP1790,Pillar,Good,235.8,NT9711607045
5098,Burra Ness,TP1789,Pillar,Good,15.9,HU5566695468
5099,Burnt Hill Oulton Broad,TP1788,Pillar,Good,18.3,TM5146191350
5100,Burnt Hill,TP1787,Pillar,Good,486.2,NS2508163852
5101,Burnstone Farm,TP1786,Pillar,Damaged,217.3,SS3220623050
5102,Burnside,TP1785,Pillar,Good,217.6,NJ4328053432
5103,Burnside,TP1784,Pillar,Good,73.8,NJ1718670019
5104,Burnhope Seat,TP1783,Pillar,Slightly damaged,747.4,NY7879037537
5105,Burnham Green,TP1782,Pillar,Good,125.4,TL2621316612
5106,Burney,TP1780,Pillar,Good,298.7,SD2607985873
5107,Burnby Wold,TP1779,Pillar,Slightly damaged,151.6,SE8610347046
5108,Burnbake,TP1778,Pillar,Good,118.6,ST9381713932
5109,Burn Moor Fell,TP1777,Pillar,Good,402.0,SD6943564579
5110,Burn Fell,TP1776,Pillar,Slightly damaged,431.6,SD6739753543
5111,Burn Divot,TP1775,Pillar,Good,258.5,NY6939570843
5112,Burledge Hill,TP1774,Pillar,Good,174.3,ST5883858904
5113,Burghill,TP1773,Pillar,Good,127.9,SO4882544642
5114,Burghill,TP1772,Pillar,Good,115.0,NO6042558147
5115,Burgh By Sands,TP1770,Pillar,Good,28.7,NY3280159939
5116,Burbage Edge,TP1769,Pillar,Good,500.1,SK0296073247
5117,Bunkers Hill,TP1768,Pillar,Slightly damaged,264.1,SO6171038736
5118,Bunkers Hill,TP1767,Pillar,Good,146.7,SO8812581434
5119,Bunker Hill,TP1766,Pillar,Good,96.8,NJ5837460252
5120,Bullymore Lodge,TP1765,Pillar,Good,86.5,SP9358483903
5121,Bullocks Hill,TP1764,Pillar,Good,195.8,TQ3672406252
5122,Bullamoor Resr,TP1763,Pillar,Good,110.4,SE3920594250
5123,Bull Hill,TP1762,Pillar,Slightly damaged,418.0,SD7666918717
5124,Bull Hall Farm,TP1761,Pillar,Good,284.4,SN4627626319
5125,Bull And Butcher,TP1760,Pillar,Damaged,107.6,SP3964572050
5126,Bulbeck Common,TP1759,Pillar,Good,427.0,NY9265350496
5127,Bulbarrow,TP1758,Pillar,Good,274.1,ST7777005576
5128,Buittle Mains,TP1757,Pillar,Good,182.6,NX8103661633
5129,Bugmore Hill,TP1756,Pillar,Good,157.4,SU5961037778
5130,Bught Fell,TP1755,Pillar,Good,205.1,NX2098962354
5131,Bude Hill,TP1753,Pillar,Slightly damaged,196.4,SS6550508382
5132,Buckton Hill,TP1751,Pillar,Good,180.2,SY1487190823
5133,Buckstone,TP1750,Pillar,Good,279.0,SO5417912261
5134,Bucknall,TP1748,Pillar,Good,197.4,SJ9157647682
5135,Buckland Hill,TP1747,Pillar,Good,281.4,ST1669217648
5136,Buckland Hill,TP1746,Pillar,Good,316.8,SO1388521231
5137,Buckholm Hill,TP1745,Pillar,Good,323.4,NT4902937526
5138,Buckden Pike,TP1744,Pillar,Slightly damaged,702.0,SD9607978791
5139,Buckby Resr,TP1743,Pillar,Good,181.2,SP6467068289
5140,Bryn-Y-Wystyn,TP1742,Pillar,Good,92.0,SJ3271623565
5141,Brynllech,TP1741,Pillar,Good,338.0,SH8553032266
5142,Bryniau,TP1740,Pillar,Good,117.5,SH5789571129
5143,Brynffoi,TP1739,Pillar,Good,358.4,SN8499641553
5144,Bryn Mawr,TP1737,Pillar,Good,351.1,SN6906608765
5145,Bryn Iocyn,TP1736,Pillar,Good,118.5,SH7825676635
5146,Bryn Garw,TP1735,Pillar,Good,610.8,SN7984277077
5147,Bryn Ffynnon,TP1734,Pillar,Good,440.4,SN6830047003
5148,Bryn Farm,TP1733,Pillar,Good,178.6,SN2742740150
5149,Bryn Euryn,TP1732,Pillar,Good,130.9,SH8321879843
5150,Bryn Du,TP1731,Pillar,Good,561.8,SJ1463235995
5151,Bryn Deri,TP1730,Pillar,Good,189.8,SO3967017235
5152,Bryn Crwn,TP1729,Pillar,Good,531.9,SN8246757367
5153,Bryn Cloddiau,TP1728,Pillar,Good,214.3,SJ1527673721
5154,Bryn Brawd,TP1727,Pillar,Good,484.6,SN6983851909
5155,Bryn Banc,TP1726,Pillar,Good,134.2,SN1984618594
5156,Bruxie Hill,TP1725,Pillar,Good,216.8,NO8222980203
5157,Bruntyairds,TP1724,Pillar,Good,264.5,NO8092393526
5158,Bruntshiels,TP1723,Pillar,Good,189.3,NO4330210288
5159,Brunton Bridge Farm,TP1722,Pillar,Good,62.4,NZ2141769643
5160,Brunt Knott,TP1721,Pillar,Good,427.0,NY4844100625
5161,Bruichglas,TP1720,Pillar,Good,117.5,NH6267962605
5162,Bruceton,TP1719,Pillar,Good,163.3,NO2849850888
5163,Bruach Na Frithe,TP1718,Pillar,Good,958.0,NG4608725202
5164,Bruach Glas,TP1717,Pillar,Good,275.8,NR6966235441
5165,Broxhead Common,TP1716,Pillar,Good,105.4,SU8031537447
5166,Brownthwaite,TP1715,Pillar,Good,437.0,SD6500580893
5167,Brownston Farm,TP1714,Pillar,Slightly damaged,201.3,SX7493262952
5168,Brownmoor,TP1713,Pillar,Good,157.3,NY2027772947
5169,Brownley Hill,TP1712,Pillar,Good,533.4,NY8024650680
5170,Brown Willy,TP1710,Pillar,Good,420.0,SX1586979998
5171,Brown Rigg,TP1709,Pillar,Good,419.1,NY9490316586
5172,Brown Moor,TP1708,Pillar,Good,102.4,SE3833133969
5173,Brown Knoll,TP1707,Pillar,Good,569.0,SK0836985129
5174,Brown Hill,TP1705,Pillar,Good,112.5,NJ8217967079
5175,Brown Gelly,TP1704,Pillar,Good,338.4,SX1963872644
5176,Brown Edge,TP1703,Pillar,Good,276.9,SJ9076454196
5177,Brown Edge,TP1702,Pillar,Good,308.0,SD9648502977
5178,Brown Clee Hill,TP1701,Pillar,Remains,540.6,SO5936486551
5179,Brown Carrick,TP1700,Pillar,Good,287.7,NS2835515952
5180,Browlands,TP1699,Pillar,Good,25.0,NJ3385964836
5181,Browland,TP1698,Pillar,Good,100.7,HU2676851582
5182,Brow Top,TP1697,Pillar,Good,220.5,NZ9290004941
5183,Brow Farm,TP1696,Pillar,Good,15.5,SD4330617044
5184,Broughton Heights,TP1694,Pillar,Slightly damaged,570.9,NT1229541097
5185,Broughton Down,TP1693,Pillar,Good,138.6,SU2961232446
5186,Brough Hall,TP1692,Pillar,Good,131.9,SJ8451422772
5187,Brotherwood Farm,TP1691,Pillar,Good,70.8,SK7296275592
5188,Broomy Bank Farm,TP1690,Pillar,Good,132.9,SJ5087749916
5189,Broomlee Hill,TP1689,Pillar,Good,294.1,NT1646950939
5190,Broomlands,TP1688,Pillar,Good,49.0,SZ6278689608
5191,Broomieknowe Golf Course,TP1687,Pillar,Good,102.8,NT3124366397
5192,Broomhall Copse,TP1686,Pillar,Good,94.7,TQ0779034467
5193,Broomfield Hill,TP1685,Pillar,Good,290.6,ST2154333190
5194,Broomfield Farm,TP1684,Pillar,Moved,257.6,NZ1197659373
5195,Broomcroft,TP1683,Pillar,Good,205.5,SJ5682801340
5196,Broom Hill,TP1681,Pillar,Slightly damaged,70.1,ST6276471209
5197,Broom Hill,TP1680,Pillar,Good,156.9,SO9180475370
5198,Broom Hill,TP1679,Pillar,Good,127.2,NZ1205282225
5199,Broom Hill,TP1678,Pillar,Good,31.2,NS4647368653
5200,Broom Hill,TP1677,Pillar,Good,307.3,NJ6263337522
5201,Broom Hill,TP1676,Pillar,Good,499.9,NJ4340318216
5202,Broom Farm,TP1675,Pillar,Good,37.0,TL1790042243
5203,Brookside Farm,TP1674,Pillar,Moved,121.8,SP8274107706
5204,Brookholme,TP1673,Pillar,Good,33.7,SD4625460930
5205,Brook Hill,TP1672,Pillar,Good,32.3,SU3358115931
5206,Brompton Wold,TP1671,Pillar,Good,166.2,SE9753975411
5207,Brompton Ralph,TP1670,Pillar,Good,393.5,ST0711333819
5208,Bromley Park,TP1669,Pillar,Slightly damaged,152.4,SK1004025668
5209,Bromley Muir,TP1668,Pillar,Slightly damaged,304.4,NS3687780516
5210,Bromley Common,TP1667,Pillar,Good,118.0,TL3062220927
5211,Broken Moan,TP1666,Pillar,Good,292.3,NJ4266758847
5212,Broken Cross,TP1665,Pillar,Damaged,265.6,NS8431837142
5213,Brocton Field,TP1664,Pillar,Slightly damaged,0.0,SJ9802718149
5214,Brockloch Fell,TP1663,Pillar,Good,235.9,NX0992070472
5215,Brockleys Farm,TP1662,Pillar,Good,119.2,SK7236615218
5216,Brockley,TP1661,Pillar,Toppled,112.7,TL7218748028
5217,Brockhouse,TP1660,Pillar,Good,351.4,NT4134750362
5218,Broat Hill,TP1659,Pillar,Slightly damaged,69.2,NY2616769703
5219,Broadwey,TP1658,Pillar,Good,50.2,SY6588083698
5220,Broadway Farm,TP1657,Pillar,Good,112.8,SN0717718552
5221,Broadreed Farm,TP1656,Pillar,Good,109.0,SU7695412047
5222,Broadhalfpenny Down,TP1654,Pillar,Good,152.6,SU6706715931
5223,Broadfields Farm,TP1653,Pillar,Good,53.5,SZ4886494919
5224,Broadfield Hill,TP1652,Pillar,Slightly damaged,236.1,NS4086259211
5225,Broadfield,TP1651,Pillar,Good,100.1,SN1280603663
5226,Broad Oak,TP1650,Pillar,Good,150.0,SN5870222660
5227,Broad Moss,TP1649,Pillar,Good,298.5,NO1925547896
5228,Broad Lea,TP1648,Pillar,Good,155.8,NY6599223439
5229,Broad Law,TP1647,Pillar,Good,840.3,NT1464123536
5230,Broad Hill,TP1646,Pillar,Good,102.1,SJ8172868817
5231,Broad Hill,TP1645,Pillar,Good,28.6,NJ9503007369
5232,Broad Green,TP1644,Pillar,Good,60.0,SO7684855673
5233,Broad Down,TP1643,Pillar,Moved,0.0,SY1735794316
5234,Broad Clough,TP1642,Pillar,Good,409.1,SD8602524620
5235,Brizlee Wood,TP1641,Pillar,Good,249.9,NU1477413785
5236,Britwell Hill,TP1640,Pillar,Good,229.9,SU6893291572
5237,Brinkies Brae,TP1639,Pillar,Good,94.6,HY2517109641
5238,Bringsty Common,TP1638,Pillar,Good,152.3,SO6976554888
5239,Bring Head,TP1637,Pillar,Good,67.2,HY2698802041
5240,Brimstage,TP1636,Pillar,Good,47.6,SJ3129281985
5241,Brims Hill,TP1635,Pillar,Good,115.3,ND0785370683
5242,Brimham Rocks,TP1634,Pillar,Slightly damaged,301.1,SE2060465070
5243,Brills Farm,TP1633,Pillar,Slightly damaged,36.9,SK8590659499
5244,Brill House,TP1632,Pillar,Good,182.1,SP6570113571
5245,Brill Hill,TP1631,Pillar,Good,165.7,SW7189629794
5246,Brigsley Top,TP1630,Pillar,Good,34.8,TA2614502449
5247,Brightwell Barrow,TP1629,Pillar,Slightly damaged,113.1,SU5760791895
5248,Brightmans Hayes,TP1628,Pillar,Good,171.6,SS4889210225
5249,Brighstone Down,TP1627,Pillar,Good,214.2,SZ4324384725
5250,Briggs Lodge Farm,TP1626,Pillar,Good,78.0,TL0058875805
5251,Bridgnorth,TP1625,Pillar,Slightly damaged,123.7,SO7275793267
5252,Bridgham Heath,TP1624,Pillar,Good,47.6,TL9182186578
5253,Bridestones Moor,TP1623,Pillar,Slightly damaged,437.8,SD9323626734
5254,Brickyard Field,TP1622,Pillar,Good,145.1,SJ5131301567
5255,Brickbarns,TP1621,Pillar,Good,40.6,TL6830308871
5256,Brick Kiln Farm,TP1620,Pillar,Good,11.3,SU8800103901
5257,Brick Bar,TP1619,Pillar,Moved,31.6,TM1427030879
5258,Bretford,TP1618,Pillar,Good,94.8,SP4261377296
5259,Bressingham,TP1617,Pillar,Good,57.5,TM0818881990
5260,Brent Hill,TP1615,Pillar,Good,310.9,SX7030561697
5261,Brenkley Hill,TP1614,Pillar,Good,83.2,NZ2176575784
5262,Breidden Hill,TP1613,Pillar,Good,365.8,SJ2951414417
5263,Brecon Camp,TP1611,Pillar,Slightly damaged,331.6,SO0293030308
5264,Breck,TP1609,Pillar,Good,18.9,HY4560652532
5265,Brean Down,TP1608,Pillar,Good,97.8,ST2849159007
5266,Bream Cross,TP1607,Pillar,Good,196.9,SO5911604882
5267,Breach Hill,TP1605,Pillar,Good,132.7,ST5457160133
5268,Breac Bheinn,TP1604,Pillar,Good,463.0,NH4999995033
5269,Brayley Barton,TP1602,Pillar,Good,223.5,SS6818130503
5270,Braygate Street Resr,TP1601,Pillar,Good,121.6,SE7455871500
5271,Bray Down,TP1600,Pillar,Good,346.7,SX1890182165
5272,Brauncewell,TP1599,Pillar,Slightly damaged,47.4,TF0333751571
5273,Bratton Hill,TP1598,Pillar,Good,184.0,ST6734629679
5274,Bratley Plain,TP1597,Pillar,Good,104.8,SU2183508895
5275,Brathens,TP1596,Pillar,Good,180.2,NO6774598874
5276,Brassa,TP1595,Pillar,Good,226.8,HU5028738722
5277,Brasenose Farm,TP1594,Pillar,Good,153.8,SP4552226621
5278,Branxholmpark Hill,TP1593,Pillar,Good,249.9,NT4668812704
5279,Branteth,TP1592,Pillar,Good,149.7,NY2849975828
5280,Branston Booths,TP1591,Pillar,Good,26.2,TF0668167905
5281,Bransly Hill,TP1590,Pillar,Good,0.0,NT6766870034
5282,Branshaw,TP1589,Pillar,Good,287.1,SE0372539609
5283,Branshaw,TP1588,Pillar,Good,325.5,NY8838699143
5284,Brandy Hill,TP1587,Pillar,Good,206.1,SN2134213381
5285,Brandon Hill,TP1585,Pillar,Good,148.5,SE3425141101
5286,Brancaster Field,TP1584,Pillar,Slightly damaged,66.8,TF7923341674
5287,Bramshaw,TP1583,Pillar,Good,125.1,SU2445115123
5288,Brampton Scar,TP1582,Pillar,Good,334.2,SO3062260538
5289,Brampton Hill,TP1581,Pillar,Good,122.0,SP7180066683
5290,Brampton Abbotts,TP1580,Pillar,Good,84.6,SO5992726414
5291,Bramley Resr,TP1579,Pillar,Moved,152.6,SE2372035041
5292,Bramley Moor,TP1578,Pillar,Good,222.0,SK3970978683
5293,Bramham Moor,TP1577,Pillar,Good,64.6,SE4480442580
5294,Brailsford,TP1576,Pillar,Good,161.4,SK2543942026
5295,Brailes Hill,TP1575,Pillar,Good,232.4,SP2951939004
5296,Braid Hills,TP1574,Pillar,Good,208.4,NT2485869495
5297,Braehead,TP1573,Pillar,Damaged,108.4,NS4954424436
5298,Braehead,TP1572,Pillar,Good,104.3,NJ9196135991
5299,Brae Of Moan,TP1570,Pillar,Good,122.5,HY3765633212
5300,Brae Field,TP1569,Pillar,Good,75.7,NO6728072306
5301,Bradwell Wick,TP1567,Pillar,Good,20.7,TL9782805687
5302,Bradwell Moor,TP1566,Pillar,Good,471.0,SK1317980133
5303,Bradway,TP1564,Pillar,Good,202.6,SK3308580574
5304,Bradstone Barton,TP1563,Pillar,Good,198.3,SX3881080298
5305,Bradnop,TP1562,Pillar,Good,405.5,SK0384254265
5306,Bradmer,TP1561,Pillar,Good,105.4,SK5815066367
5307,Bradley Knoll,TP1560,Pillar,Good,288.3,ST7859837649
5308,Bradley,TP1559,Pillar,Good,177.5,SO7056078788
5309,Bradenstoke,TP1558,Pillar,Good,156.6,ST9909178467
5310,Brackenhowe,TP1557,Pillar,Good,202.1,NJ0255650525
5311,Brackenhill,TP1556,Pillar,Good,0.0,SE4299616857
5312,Bozedown,TP1555,Pillar,Good,107.1,SU6412677747
5313,Boys Hill,TP1554,Pillar,Good,90.1,ST6720209928
5314,Box Hill,TP1553,Pillar,Slightly damaged,172.0,TQ1797151163
5315,Bowsden West,TP1552,Pillar,Good,103.3,NT9851842007
5316,Bown Hill,TP1551,Pillar,Good,232.8,SO8224101951
5317,Bowesfield,TP1550,Pillar,Good,94.6,SD2315871127
5318,Bowertower,TP1549,Pillar,Good,80.2,ND2277461125
5319,Bower Hill,TP1548,Pillar,Slightly damaged,77.7,NS2914118743
5320,Bowden,TP1546,Pillar,Good,260.0,SX8206380786
5321,Bow Street,TP1545,Pillar,Toppled,53.6,TM0159598581
5322,Bow Hill,TP1544,Pillar,Slightly damaged,206.6,SU8244611208
5323,Bow Brickhill,TP1543,Pillar,Good,171.3,SP9152234478
5324,Bovay,TP1542,Pillar,Good,248.5,NN1165922127
5325,Boulsworth,TP1541,Pillar,Slightly damaged,517.6,SD9297335632
5326,Boulston,TP1540,Pillar,Good,52.3,SM9847613438
5327,Boughton Place,TP1539,Pillar,Good,139.1,TQ8798149845
5328,Bottoms Farm,TP1538,Pillar,Slightly damaged,257.5,SD7519826455
5329,Bottesford,TP1537,Pillar,Good,61.4,SK8120239657
5330,Botley Hill,TP1536,Pillar,Good,266.9,TQ3960755346
5331,Botley Down,TP1535,Pillar,Good,226.2,SU3080560958
5332,Botallack Head,TP1534,Pillar,Good,98.8,SW3631833717
5333,Borough Hill,TP1533,Pillar,Good,148.2,SU4398072521
5334,Borough Fields,TP1532,Pillar,Good,97.3,SK2208915998
5335,Boringdon,TP1531,Pillar,Slightly damaged,112.9,SX5361757735
5336,Booze Moor,TP1530,Pillar,Good,522.1,NZ0176904958
5337,Boon Hill,TP1529,Pillar,Good,326.6,NT5747846547
5338,Bonnylands,TP1528,Pillar,Good,432.3,SO2879639691
5339,Bolts Law Smalesmouth,TP1527,Pillar,Good,395.3,NY6910681826
5340,Bolts Law Hunstanworth,TP1526,Pillar,Good,540.8,NY9498845431
5341,Bolton Hill,TP1525,Pillar,Good,111.6,SM9168111269
5342,Bollihope Carrs,TP1523,Pillar,Good,540.7,NY9615435496
5343,Bolehill East,TP1522,Pillar,Good,322.4,SK2938655353
5344,Bole Hill,TP1521,Pillar,Good,355.8,SK1840367589
5345,Bolahaul,TP1520,Pillar,Good,104.6,SN4234018690
5346,Bogrie,TP1519,Pillar,Good,432.2,NX7892285887
5347,Bogie Mains,TP1518,Pillar,Slightly damaged,122.0,NT2573593312
5348,Boghead,TP1517,Pillar,Slightly damaged,194.8,NJ5645838845
5349,Bogfur,TP1516,Pillar,Good,145.5,NJ7645718432
5350,Bogenjohn,TP1515,Pillar,Good,134.4,NJ9429852752
5351,Boclair,TP1514,Pillar,Good,80.7,NS5597272628
5352,Bocking,TP1513,Pillar,Good,21.5,TM0326014240
5353,Boarscastle,TP1512,Pillar,Good,192.9,SS6384028887
5354,Boardmans Heights Resr,TP1511,Pillar,Good,222.5,SD6258922117
5355,Blyth Muir,TP1510,Pillar,Good,310.0,NT1334147431
5356,Blymhill,TP1509,Pillar,Good,131.8,SJ8152611910
5357,Blunsdon,TP1507,Pillar,Good,145.2,SU1367690155
5358,Bluestone Heath,TP1506,Pillar,Good,140.2,TF2577185963
5359,Blue House,TP1505,Pillar,Good,230.7,NZ1235126430
5360,Blotting Raise,TP1504,Pillar,Good,591.6,NY5966749530
5361,Blorenge,TP1503,Pillar,Good,559.1,SO2698611848
5362,Bloodybush Edge,TP1502,Pillar,Good,610.2,NT9022314343
5363,Blood Moss,TP1500,Pillar,Good,214.6,NS2146869389
5364,Bloch,TP1499,Pillar,Slightly damaged,255.4,NY2980180000
5365,Blisworth Hill,TP1498,Pillar,Good,0.0,SP7323752069
5366,Blinkbonny Ht,TP1497,Pillar,Good,264.3,NY5000084903
5367,Blewburton Hill,TP1496,Pillar,Good,110.6,SU5470786128
5368,Bleaval,TP1495,Pillar,Good,398.1,NG0304191451
5369,Bleak House Hill,TP1494,Pillar,Moved,0.0,SK4554724518
5370,Blea Moor,TP1493,Pillar,Good,535.5,SD7726482584
5371,Blaze Fell Quarry,TP1492,Pillar,Good,242.0,NY4962543303
5372,Blaven,TP1490,Pillar,Good,928.1,NG5299321745
5373,Blashaval,TP1489,Pillar,Good,110.1,NF8919271455
5374,Blandys Hill,TP1488,Pillar,Slightly damaged,151.1,SU3876665954
5375,Blakesley Heath,TP1487,Pillar,Good,167.9,SP6168652345
5376,Blakes Hill,TP1486,Pillar,Slightly damaged,80.1,SP0362239178
5377,Blakenhall,TP1485,Pillar,Good,85.3,SJ7262247978
5378,Blakemans Law,TP1484,Pillar,Good,274.3,NY8734895582
5379,Blakelow Hill,TP1483,Pillar,Good,366.9,SK2545459395
5380,Blakelow,TP1482,Pillar,Good,291.7,SJ9342072395
5381,Blakeley Hill,TP1481,Pillar,Good,96.0,SJ5768224447
5382,Blakehowe,TP1480,Pillar,Moved,0.0,TA1986772862
5383,Blake Moor,TP1479,Pillar,Good,420.6,SD9692021349
5384,Blairskaith Muir,TP1477,Pillar,Good,218.5,NS5956676746
5385,Blairderry Moss,TP1476,Pillar,Good,122.5,NX2650161085
5386,Blair Muir,TP1475,Pillar,Good,79.7,NO5853665663
5387,Blair Hill,TP1474,Pillar,Good,150.0,NS4348144759
5388,Blagdon Hill,TP1473,Pillar,Good,361.2,SS9712233749
5389,Blagdon,TP1472,Pillar,Good,325.2,ST4846157265
5390,Blaen-Y-Glyn,TP1471,Pillar,Damaged,442.0,SN8685735624
5391,Blaen-Nant,TP1470,Pillar,Good,351.9,SN6134743083
5392,Blaen Sylltyn,TP1469,Pillar,Good,169.6,SN3077644403
5393,Blaen Gofuarth,TP1468,Pillar,Good,294.7,SN6199739462
5394,Blaen Cwm,TP1467,Pillar,Good,403.3,SN8946413801
5395,Blaen Cribor,TP1466,Pillar,Good,291.4,SN4030047860
5396,Blaen Achddu,TP1465,Pillar,Moved,273.8,SN3030037482
5397,Blackwool Law,TP1464,Pillar,Good,265.8,NY8080498240
5398,Blackwood Ridge,TP1463,Pillar,Good,136.3,NY2410576521
5399,Blackwater Hill,TP1461,Pillar,Slightly damaged,49.1,SZ1368496139
5400,Blackstones Low,TP1460,Pillar,Good,295.6,SK2100055420
5401,Blackstone Edge,TP1459,Pillar,Slightly damaged,472.2,SD9721316377
5402,Blackstand,TP1458,Pillar,Good,187.5,NH7029461606
5403,Blacksidend,TP1457,Pillar,Good,411.6,NS5834129575
5404,Blackpatch Hill,TP1456,Pillar,Good,169.6,TQ0957109652
5405,Blacknoll Hill,TP1455,Pillar,Good,62.4,SY8060086326
5406,Blackney Hill,TP1454,Pillar,Good,34.4,TR2539756595
5407,Blackmore Thick Farm,TP1453,Pillar,Slightly damaged,87.9,SP9861293472
5408,Blackmoor Skirt,TP1452,Pillar,Good,363.7,NY8252289983
5409,Blacklow,TP1451,Pillar,Good,84.2,SP2849867698
5410,Blacklaw Hill,TP1450,Pillar,Good,283.9,NO2890134493
5411,Blackland Wood,TP1449,Pillar,Good,80.4,TQ8510821211
5412,Blackhope Scar,TP1448,Pillar,Slightly damaged,651.7,NT3152748338
5413,Blackheath Clump,TP1447,Pillar,Good,206.9,SP2504715421
5414,Blackford Hill,TP1446,Pillar,Good,164.8,NT2543970644
5415,Blackfolds,TP1445,Pillar,Good,165.2,NJ2636343821
5416,Blackdown,TP1443,Pillar,Good,280.5,SU9193429606
